"","iid","gender","match","samerace","race","goal","dec","attr","intel","prob","agediff"
"1623",110,1,0,0,2,2,0,5,7,2,5
"1624",110,1,0,0,2,2,0,5,9,2,2
"1625",110,1,0,0,2,2,0,6,8,2,1
"1626",110,1,0,1,2,2,0,5,8,2,0
"1627",110,1,0,0,2,2,0,6,9,5,3
"1628",110,1,0,0,2,2,0,7,9,3,7
"1629",110,1,0,0,2,2,0,8,7,2,4
"1630",110,1,0,1,2,2,1,6,8,4,2
"1631",110,1,1,1,2,2,1,7,9,6,6
"1632",110,1,0,1,2,2,1,7,8,4,5
"1633",110,1,0,1,2,2,0,6,8,5,5
"1634",110,1,0,1,2,2,0,5,8,6,1
"1635",110,1,0,0,2,2,0,5,8,6,5
"1636",110,1,1,0,2,2,1,8,8,4,3
"1637",110,1,1,1,2,2,1,9,8,6,1
"1638",110,1,0,1,2,2,0,5,8,6,1
"1639",111,1,0,0,4,5,0,3,8,5,7
"1640",111,1,0,0,4,5,0,6,7,5,5
"1641",111,1,0,0,4,5,0,4,5,3,4
"1642",111,1,0,1,4,5,0,3,5,4,1
"1643",111,1,0,1,4,5,0,5,6,4,0
"1644",111,1,0,0,4,5,0,4,7,2,1
"1645",111,1,0,0,4,5,0,5,5,4,2
"1646",111,1,0,0,4,5,0,3,6,4,8
"1647",111,1,0,0,4,5,0,2,6,5,5
"1648",111,1,0,0,4,5,0,3,7,3,3
"1649",111,1,0,0,4,5,0,5,7,3,5
"1650",111,1,0,0,4,5,0,7,7,5,4
"1651",111,1,0,0,4,5,0,6,7,3,4
"1652",111,1,0,0,4,5,0,7,6,3,0
"1653",111,1,0,1,4,5,0,3,5,5,4
"1654",111,1,0,0,4,5,0,8,8,5,2
"1655",111,1,0,0,4,5,0,7,6,4,2
"1656",111,1,0,0,4,5,0,5,7,4,2
"1657",112,0,1,1,6,1,1,7,7,8,2
"1658",112,0,0,0,6,1,0,4,7,5,2
"1659",112,0,0,0,6,1,0,5,6,2,2
"1660",112,0,1,0,6,1,1,7,8,5,1
"1661",112,0,1,0,6,1,1,5,9,5,2
"1662",112,0,1,0,6,1,1,10,7,8,2
"1663",112,0,1,0,6,1,1,9,8,9,1
"1664",112,0,1,0,6,1,1,7,6,7,NA
"1665",112,0,0,0,6,1,1,8,8,5,0
"1666",112,0,0,0,6,1,0,2,6,5,1
"1667",113,0,0,0,2,1,1,8,9,1,1
"1668",113,0,0,0,2,1,0,5,6,6,3
"1669",113,0,0,0,2,1,0,5,8,4,1
"1670",113,0,1,1,2,1,1,10,10,2,0
"1671",113,0,1,1,2,1,1,6,8,7,1
"1672",113,0,0,1,2,1,1,9,8,7,1
"1673",113,0,1,1,2,1,1,6,9,8,0
"1674",113,0,0,1,2,1,0,6,7,8,NA
"1675",113,0,0,0,2,1,1,9,8,7,1
"1676",113,0,0,0,2,1,0,4,8,5,2
"1677",114,0,0,0,1,2,1,7,6,6,2
"1678",114,0,0,0,1,2,1,8,6,7,2
"1679",114,0,0,0,1,2,0,4,4,2,2
"1680",114,0,0,0,1,2,0,7,5,4,1
"1681",114,0,0,0,1,2,0,5,5,5,2
"1682",114,0,0,0,1,2,0,2,2,1,2
"1683",114,0,1,0,1,2,1,8,7,8,1
"1684",114,0,0,0,1,2,0,5,5,5,NA
"1685",114,0,0,0,1,2,1,7,7,6,0
"1686",114,0,0,0,1,2,0,5,4,6,1
"1687",115,0,0,0,2,1,0,10,10,1,1
"1688",115,0,0,0,2,1,0,6,10,8,3
"1689",115,0,0,0,2,1,0,2,10,6,1
"1690",115,0,1,1,2,1,1,10,10,10,0
"1691",115,0,0,1,2,1,0,6,10,8,1
"1692",115,0,1,1,2,1,1,8,9,7,1
"1693",115,0,1,1,2,1,1,9,9,8,0
"1694",115,0,0,1,2,1,0,6,8,8,NA
"1695",115,0,0,0,2,1,0,6,9,8,1
"1696",115,0,0,0,2,1,0,NA,NA,NA,2
"1697",116,0,1,0,2,1,1,10,10,10,1
"1698",116,0,0,0,2,1,1,7,8,7,3
"1699",116,0,0,0,2,1,0,4,8,5,1
"1700",116,0,1,1,2,1,1,10,8,10,0
"1701",116,0,0,1,2,1,0,6,10,6,1
"1702",116,0,1,1,2,1,1,8,6,6,1
"1703",116,0,0,1,2,1,0,7,8,3,0
"1704",116,0,1,1,2,1,1,6,6,7,NA
"1705",116,0,0,0,2,1,1,10,7,7,1
"1706",116,0,0,0,2,1,0,4,7,6,2
"1707",117,0,0,0,2,1,1,10,10,1,1
"1708",117,0,0,0,2,1,0,7,8,2,3
"1709",117,0,0,0,2,1,0,4,7,1,1
"1710",117,0,1,1,2,1,1,10,10,9,0
"1711",117,0,0,1,2,1,0,6,9,4,1
"1712",117,0,0,1,2,1,0,8,7,2,1
"1713",117,0,0,1,2,1,0,7,6,1,0
"1714",117,0,0,1,2,1,0,7,6,1,NA
"1715",117,0,0,0,2,1,0,5,8,1,1
"1716",117,0,0,0,2,1,0,NA,NA,NA,2
"1717",119,0,0,0,3,1,0,3,5,7,3
"1718",119,0,0,0,3,1,1,NA,7,7,1
"1719",119,0,0,0,3,1,0,4,8,7,3
"1720",119,0,1,0,3,1,1,6,8,8,2
"1721",119,0,0,0,3,1,0,5,8,7,3
"1722",119,0,1,0,3,1,1,8,9,9,3
"1723",119,0,1,0,3,1,1,5,NA,7,2
"1724",119,0,1,0,3,1,1,7,9,10,NA
"1725",119,0,1,0,3,1,1,6,8,7,1
"1726",119,0,0,0,3,1,0,2,6,7,0
"1727",120,0,1,0,3,5,1,7,7,8,2
"1728",120,0,0,0,3,5,0,5,6,6,2
"1729",120,0,0,0,3,5,0,2,4,8,2
"1730",120,0,1,0,3,5,1,6,8,7,1
"1731",120,0,0,0,3,5,0,8,8,8,2
"1732",120,0,0,0,3,5,0,9,5,7,2
"1733",120,0,1,0,3,5,1,8,8,5,1
"1734",120,0,0,0,3,5,0,5,2,8,NA
"1735",120,0,1,0,3,5,1,9,9,5,0
"1736",120,0,0,0,3,5,0,7,6,5,1
"1737",121,0,0,0,2,5,1,8,10,1,1
"1738",121,0,0,0,2,5,1,9,7,1,3
"1739",121,0,0,0,2,5,0,4,7,10,1
"1740",121,0,0,1,2,5,1,6,10,1,0
"1741",121,0,0,1,2,5,1,8,10,1,1
"1742",121,0,0,1,2,5,0,4,2,1,1
"1743",121,0,0,1,2,5,1,9,10,1,0
"1744",121,0,0,1,2,5,0,7,7,1,NA
"1745",121,0,0,0,2,5,1,6,5,1,1
"1746",121,0,0,0,2,5,1,7,10,1,2
"1747",122,1,1,1,6,1,1,9,9,7,2
"1748",122,1,0,0,6,1,0,10,10,1,1
"1749",122,1,0,0,6,1,0,6,7,4,2
"1750",122,1,0,0,6,1,0,10,10,1,1
"1751",122,1,1,0,6,1,1,10,10,10,1
"1752",122,1,0,0,6,1,0,10,10,1,1
"1753",122,1,0,0,6,1,1,9,8,6,3
"1754",122,1,1,0,6,1,1,6,7,9,2
"1755",122,1,0,0,6,1,0,6,8,7,1
"1756",122,1,0,0,6,1,0,6,8,4,NA
"1757",123,1,0,0,4,2,1,9,7,2,2
"1758",123,1,0,0,4,2,0,6,5,2,3
"1759",123,1,0,0,4,2,0,4,6,1,2
"1760",123,1,0,0,4,2,0,4,4,2,3
"1761",123,1,0,0,4,2,0,6,5,2,3
"1762",123,1,0,0,4,2,0,6,5,2,3
"1763",123,1,0,0,4,2,0,6,5,2,1
"1764",123,1,0,0,4,2,0,9,8,8,2
"1765",123,1,0,0,4,2,0,5,5,1,3
"1766",123,1,0,0,4,2,0,4,5,1,NA
"1767",124,1,0,0,4,2,1,6,7,6,2
"1768",124,1,0,0,4,2,1,7,7,8,1
"1769",124,1,0,0,4,2,1,5,8,2,2
"1770",124,1,0,0,4,2,1,6,4,6,1
"1771",124,1,0,0,4,2,1,5,3,7,1
"1772",124,1,0,0,4,2,1,8,6,8,1
"1773",124,1,0,0,4,2,1,9,4,7,3
"1774",124,1,0,0,4,2,0,7,6,8,2
"1775",124,1,0,0,4,2,1,2,9,7,1
"1776",124,1,0,0,4,2,1,6,7,7,NA
"1777",125,1,1,0,2,1,1,9,9,8,1
"1778",125,1,1,1,2,1,1,8,7,5,0
"1779",125,1,0,0,2,1,0,5,8,7,1
"1780",125,1,1,1,2,1,1,10,9,10,0
"1781",125,1,1,1,2,1,1,10,10,9,0
"1782",125,1,1,1,2,1,1,10,6,9,0
"1783",125,1,1,0,2,1,1,8,6,8,2
"1784",125,1,1,0,2,1,1,9,7,7,1
"1785",125,1,0,1,2,1,0,4,6,5,0
"1786",125,1,0,0,2,1,0,7,6,4,NA
"1787",126,1,1,0,2,4,1,7,7,7,2
"1788",126,1,1,1,2,4,1,6,9,8,1
"1789",126,1,0,0,2,4,0,6,7,6,2
"1790",126,1,0,1,2,4,0,5,6,5,1
"1791",126,1,0,1,2,4,0,7,8,3,1
"1792",126,1,0,1,2,4,0,7,7,3,1
"1793",126,1,0,0,2,4,1,6,8,7,3
"1794",126,1,0,0,2,4,1,7,7,7,2
"1795",126,1,0,1,2,4,0,4,7,7,1
"1796",126,1,0,0,2,4,0,7,6,5,NA
"1797",127,1,1,0,2,6,1,10,9,10,2
"1798",127,1,0,1,2,6,0,5,5,8,1
"1799",127,1,0,0,2,6,0,5,7,NA,2
"1800",127,1,1,1,2,6,1,7,7,10,1
"1801",127,1,1,1,2,6,1,7,7,8,1
"1802",127,1,0,1,2,6,1,7,8,10,1
"1803",127,1,1,0,2,6,1,9,8,7,3
"1804",127,1,0,0,2,6,1,8,7,10,2
"1805",127,1,0,1,2,6,0,5,7,7,1
"1806",127,1,0,0,2,6,0,7,6,5,NA
"1807",128,1,1,0,2,1,1,10,8,8,1
"1808",128,1,1,1,2,1,1,7,9,8,0
"1809",128,1,1,0,2,1,1,7,9,8,1
"1810",128,1,1,1,2,1,1,9,6,9,0
"1811",128,1,0,1,2,1,1,7,7,7,0
"1812",128,1,0,1,2,1,1,8,9,8,0
"1813",128,1,1,0,2,1,1,9,9,7,2
"1814",128,1,1,0,2,1,1,8,10,8,1
"1815",128,1,0,1,2,1,0,6,7,8,0
"1816",128,1,0,0,2,1,1,8,9,7,NA
"1817",129,1,1,0,2,3,1,9,9,8,NA
"1818",129,1,0,1,2,3,0,7,8,7,NA
"1819",129,1,0,0,2,3,0,6,8,7,NA
"1820",129,1,0,1,2,3,1,8,8,7,NA
"1821",129,1,1,1,2,3,1,7,8,8,NA
"1822",129,1,0,1,2,3,1,8,10,8,NA
"1823",129,1,1,0,2,3,1,10,10,8,NA
"1824",129,1,0,0,2,3,1,9,8,8,NA
"1825",129,1,0,1,2,3,1,7,10,7,NA
"1826",129,1,0,0,2,3,1,7,9,7,NA
"1827",130,1,0,0,4,1,0,5,5,2,0
"1828",130,1,0,0,4,1,0,3,5,2,1
"1829",130,1,0,0,4,1,0,1,6,2,0
"1830",130,1,0,0,4,1,0,6,5,2,1
"1831",130,1,0,0,4,1,0,3,2,NA,1
"1832",130,1,0,0,4,1,0,6,6,2,1
"1833",130,1,1,0,4,1,1,7,6,3,1
"1834",130,1,1,0,4,1,1,9,8,5,0
"1835",130,1,0,0,4,1,0,2,3,3,1
"1836",130,1,0,0,4,1,0,1,5,NA,NA
"1837",131,1,0,0,4,2,0,5,5,1,1
"1838",131,1,0,0,4,2,0,5,5,1,2
"1839",131,1,0,0,4,2,0,5,5,1,1
"1840",131,1,0,0,4,2,0,NA,NA,NA,2
"1841",131,1,0,0,4,2,0,5,5,1,2
"1842",131,1,0,0,4,2,0,NA,NA,NA,2
"1843",131,1,0,0,4,2,0,6,6,1,0
"1844",131,1,0,0,4,2,0,6,7,1,1
"1845",131,1,0,0,4,2,0,7,10,NA,2
"1846",131,1,0,0,4,2,0,6,7,1,NA
"1847",132,0,0,0,2,1,0,7,7,7,1
"1848",132,0,0,1,2,1,0,8,8,5,5
"1849",132,0,0,0,2,1,0,5,9,5,10
"1850",132,0,1,1,2,1,1,8,9,7,2
"1851",132,0,0,0,2,1,0,5,8,7,1
"1852",133,0,0,1,4,1,0,7,7,7,2
"1853",133,0,0,0,4,1,0,7,8,5,8
"1854",133,0,0,1,4,1,0,6,5,7,13
"1855",133,0,0,0,4,1,0,8,7,6,5
"1856",133,0,0,0,4,1,0,5,5,5,4
"1857",134,0,1,0,2,1,1,8,7,6,3
"1858",134,0,0,1,2,1,1,7,9,5,9
"1859",134,0,0,0,2,1,0,7,8,6,14
"1860",134,0,0,1,2,1,1,8,9,9,6
"1861",134,0,0,0,2,1,0,6,6,2,5
"1862",135,0,0,0,2,1,0,8,NA,6,0
"1863",135,0,0,1,2,1,1,8,8,6,6
"1864",135,0,0,0,2,1,1,7,NA,NA,11
"1865",135,0,1,1,2,1,1,8,8,7,3
"1866",135,0,1,0,2,1,1,7,NA,5,2
"1867",136,0,0,0,NA,NA,0,8,8,1,NA
"1868",136,0,1,0,NA,NA,1,10,10,NA,NA
"1869",136,0,0,0,NA,NA,0,3,8,1,NA
"1870",136,0,0,0,NA,NA,0,8,8,1,NA
"1871",136,0,0,0,NA,NA,0,6,8,1,NA
"1872",137,1,0,0,4,1,1,8,9,6,1
"1873",137,1,0,1,4,1,0,6,10,6,2
"1874",137,1,1,0,4,1,1,9,9,6,3
"1875",137,1,0,0,4,1,1,7,8,6,0
"1876",137,1,0,0,4,1,1,6,9,6,NA
"1877",138,1,0,1,2,1,1,8,4,6,5
"1878",138,1,0,0,2,1,0,3,8,1,8
"1879",138,1,0,1,2,1,0,3,8,8,9
"1880",138,1,0,1,2,1,0,4,6,8,6
"1881",138,1,1,0,2,1,1,7,10,9,NA
"1882",139,1,0,0,4,1,1,8,8,6,10
"1883",139,1,0,1,4,1,1,6,10,7,13
"1884",139,1,0,0,4,1,1,7,9,6,14
"1885",139,1,0,0,4,1,0,6,NA,7,11
"1886",139,1,0,0,4,1,1,8,NA,8,NA
"1887",140,1,1,1,2,1,1,7,7,7,2
"1888",140,1,0,0,2,1,0,5,8,6,5
"1889",140,1,0,1,2,1,0,6.5,7.5,7,6
"1890",140,1,1,1,2,1,1,6.5,8,7,3
"1891",140,1,0,0,2,1,0,5,6,7,NA
"1892",141,1,0,0,3,1,1,8,7,7,1
"1893",141,1,0,0,3,1,1,6,9,8,4
"1894",141,1,0,0,3,1,1,7,8,7,5
"1895",141,1,1,0,3,1,1,8,8,8,2
"1896",141,1,0,0,3,1,0,3,8,7,NA
"1897",142,0,0,1,2,1,0,4,6,9,1
"1898",142,0,1,1,2,1,1,5,9,9,4
"1899",142,0,0,0,2,1,1,8,8,7,5
"1900",142,0,0,1,2,1,1,10,9,8,2
"1901",142,0,0,0,2,1,1,8,9,6,3
"1902",142,0,0,1,2,1,1,6,8,10,2
"1903",142,0,0,1,2,1,1,8,10,6,3
"1904",142,0,0,1,2,1,0,6,7,2,6
"1905",142,0,0,0,2,1,0,8,6,5,2
"1906",142,0,1,1,2,1,1,8,8,8,1
"1907",142,0,1,0,2,1,1,6,9,10,1
"1908",142,0,1,1,2,1,1,10,10,9,4
"1909",142,0,0,0,2,1,0,4,7,10,4
"1910",142,0,1,1,2,1,1,4,9,10,5
"1911",142,0,1,1,2,1,1,8,8,8,3
"1912",142,0,1,1,2,1,1,6,8,7,2
"1913",143,0,0,1,2,2,0,5,8,5,10
"1914",143,0,0,1,2,2,0,4,8,5,5
"1915",143,0,0,0,2,2,0,5,7,5,4
"1916",143,0,0,1,2,2,1,5,8,5,11
"1917",143,0,0,0,2,2,0,6,9,4,6
"1918",143,0,0,1,2,2,1,9,9,6,7
"1919",143,0,0,1,2,2,1,8,9,5,6
"1920",143,0,0,1,2,2,1,10,9,6,3
"1921",143,0,0,0,2,2,1,9,9,5,7
"1922",143,0,0,1,2,2,0,5,7,5,10
"1923",143,0,0,0,2,2,1,7,9,5,10
"1924",143,0,0,1,2,2,1,8,9,5,5
"1925",143,0,0,0,2,2,0,5,9,5,5
"1926",143,0,0,1,2,2,1,8,9,8,4
"1927",143,0,0,1,2,2,1,8,9,8,6
"1928",143,0,0,1,2,2,0,7,8,5,11
"1929",144,0,0,1,2,1,0,4,7,7,0
"1930",144,0,0,1,2,1,0,4,8,8,5
"1931",144,0,0,0,2,1,0,7,8,7,6
"1932",144,0,0,1,2,1,1,8,8,5,1
"1933",144,0,1,0,2,1,1,7,8,5,4
"1934",144,0,0,1,2,1,0,6,7,8,3
"1935",144,0,0,1,2,1,0,8,7,0,4
"1936",144,0,0,1,2,1,0,7,6,8,7
"1937",144,0,0,0,2,1,0,7,8,8,3
"1938",144,0,0,1,2,1,0,6,8,6,0
"1939",144,0,0,0,2,1,0,5,6,8,0
"1940",144,0,0,1,2,1,1,7,8,6,5
"1941",144,0,0,0,2,1,0,5,8,7,5
"1942",144,0,0,1,2,1,0,5,8,8,6
"1943",144,0,0,1,2,1,0,5,7,9,4
"1944",144,0,0,1,2,1,0,6,8,8,1
"1945",145,0,0,1,2,2,0,7,10,5,1
"1946",145,0,0,1,2,2,0,7,10,5,4
"1947",145,0,0,0,2,2,0,8,7,5,5
"1948",145,0,0,1,2,2,1,10,9,1,2
"1949",145,0,0,0,2,2,0,9,9,1,3
"1950",145,0,0,1,2,2,1,9,8,5,2
"1951",145,0,0,1,2,2,1,9,10,5,3
"1952",145,0,0,1,2,2,0,8,7,5,6
"1953",145,0,0,0,2,2,0,7,7,1,2
"1954",145,0,0,1,2,2,0,10,9,1,1
"1955",145,0,0,0,2,2,0,6,8,1,1
"1956",145,0,0,1,2,2,0,9,9,1,4
"1957",145,0,0,0,2,2,0,8,9,5,4
"1958",145,0,0,1,2,2,0,9,9,5,5
"1959",145,0,0,1,2,2,1,9,9,5,3
"1960",145,0,0,1,2,2,1,8,10,6,2
"1961",146,0,0,1,2,4,0,4,8,3,13
"1962",146,0,0,1,2,4,0,5,10,5,8
"1963",146,0,0,0,2,4,0,8,7,8,7
"1964",146,0,0,1,2,4,0,6,8,3,14
"1965",146,0,0,0,2,4,0,5,10,2,9
"1966",146,0,0,1,2,4,0,6,8,3,10
"1967",146,0,1,1,2,4,1,10,10,10,9
"1968",146,0,0,1,2,4,0,8,7,3,6
"1969",146,0,0,0,2,4,0,5,6,5,10
"1970",146,0,0,1,2,4,0,5,8,3,13
"1971",146,0,0,0,2,4,0,6,10,3,13
"1972",146,0,0,1,2,4,0,8,8,4,8
"1973",146,0,0,0,2,4,0,6,8,3,8
"1974",146,0,0,1,2,4,0,8,8,6,7
"1975",146,0,0,1,2,4,0,8,8,4,9
"1976",146,0,0,1,2,4,0,6,8,3,14
"1977",147,0,0,0,4,5,0,5,8,4,3
"1978",147,0,0,0,4,5,0,5,8,4,2
"1979",147,0,1,0,4,5,1,8,7,10,3
"1980",147,0,0,0,4,5,1,7,7,6,4
"1981",147,0,0,1,4,5,0,5,6,5,1
"1982",147,0,0,0,4,5,1,7,8,6,0
"1983",147,0,0,0,4,5,0,6,8,5,1
"1984",147,0,1,0,4,5,1,7,7,6,4
"1985",147,0,1,0,4,5,1,8,8,9,0
"1986",147,0,0,0,4,5,0,6,6,5,3
"1987",147,0,0,1,4,5,0,4,8,6,3
"1988",147,0,1,0,4,5,1,8,8,6,2
"1989",147,0,0,1,4,5,0,4,8,5,2
"1990",147,0,0,0,4,5,0,4,9,5,3
"1991",147,0,1,0,4,5,1,8,10,10,1
"1992",147,0,0,0,4,5,0,6,8,6,4
"1993",148,0,0,0,4,5,0,4,8,1,4
"1994",148,0,0,0,4,5,0,3,8,1,1
"1995",148,0,0,0,4,5,0,7,7,1,2
"1996",148,0,0,0,4,5,0,5,8,1,5
"1997",148,0,0,1,4,5,0,6,8,5,0
"1998",148,0,0,0,4,5,1,7,9,5,1
"1999",148,0,0,0,4,5,0,4,7,2,0
"2000",148,0,0,0,4,5,0,6,6,1,3
"2001",148,0,0,0,4,5,0,7,7,2,1
"2002",148,0,0,0,4,5,0,3,8,1,4
"2003",148,0,0,1,4,5,0,2,8,1,4
"2004",148,0,1,0,4,5,1,8,8,3,1
"2005",148,0,0,1,4,5,0,3,8,1,1
"2006",148,0,0,0,4,5,0,4,8,3,2
"2007",148,0,0,0,4,5,0,7,8,5,0
"2008",148,0,0,0,4,5,0,7,9,2,5
"2009",149,0,0,1,2,1,0,6,7,6,5
"2010",149,0,0,1,2,1,0,4,8,8,0
"2011",149,0,1,0,2,1,1,9,8,6,1
"2012",149,0,0,1,2,1,0,8,8,3,6
"2013",149,0,0,0,2,1,0,4,7,8,1
"2014",149,0,0,1,2,1,0,5,6,7,2
"2015",149,0,0,1,2,1,0,3,8,8,1
"2016",149,0,0,1,2,1,0,8,6,NA,2
"2017",149,0,1,0,2,1,1,8,6,7,2
"2018",149,0,0,1,2,1,0,4,7,7,5
"2019",149,0,0,0,2,1,0,4,8,7,5
"2020",149,0,0,1,2,1,1,8,8,7,0
"2021",149,0,0,0,2,1,0,4,7,8,0
"2022",149,0,1,1,2,1,1,6,8,6,1
"2023",149,0,1,1,2,1,1,7,7,NA,1
"2024",149,0,1,1,2,1,1,5,8,5,6
"2025",150,0,0,1,2,4,0,5,8,4,8
"2026",150,0,0,1,2,4,0,5,10,NA,3
"2027",150,0,0,0,2,4,0,9,7,1,2
"2028",150,0,0,1,2,4,0,8,8,2,9
"2029",150,0,0,0,2,4,0,6,7,4,4
"2030",150,0,0,1,2,4,0,7,8,4,5
"2031",150,0,0,1,2,4,0,8,6,5,4
"2032",150,0,1,1,2,4,1,9,8,4,1
"2033",150,0,0,0,2,4,0,6,6,4,5
"2034",150,0,1,1,2,4,1,7,8,5,8
"2035",150,0,0,0,2,4,0,7,8,6,8
"2036",150,0,0,1,2,4,1,9,9,5,3
"2037",150,0,0,0,2,4,0,5,9,5,3
"2038",150,0,0,1,2,4,0,6,9,4,2
"2039",150,0,0,1,2,4,0,6,8,4,4
"2040",150,0,0,1,2,4,0,6,8,5,9
"2041",151,0,0,1,2,3,0,4,5,3,5
"2042",151,0,0,1,2,3,0,3,7,4,0
"2043",151,0,0,0,2,3,0,8,8,7,1
"2044",151,0,0,1,2,3,0,9,8,8,6
"2045",151,0,1,0,2,3,1,9,7,8,1
"2046",151,0,0,1,2,3,0,7,7,6,2
"2047",151,0,0,1,2,3,0,6,8,7,1
"2048",151,0,0,1,2,3,0,8,5,4,2
"2049",151,0,0,0,2,3,0,6,6,6,2
"2050",151,0,0,1,2,3,0,6,6,3,5
"2051",151,0,0,0,2,3,0,6,7,5,5
"2052",151,0,0,1,2,3,0,7,7,7,0
"2053",151,0,0,0,2,3,0,3,8,6,0
"2054",151,0,0,1,2,3,0,5,6,6,1
"2055",151,0,0,1,2,3,0,7,7,7,1
"2056",151,0,1,1,2,3,1,8,8,9,6
"2057",152,0,0,0,4,1,0,6,7,6,4
"2058",152,0,0,0,4,1,0,4,5,6,1
"2059",152,0,0,0,4,1,0,6,7,5,2
"2060",152,0,0,0,4,1,1,8,8,7,5
"2061",152,0,0,1,4,1,0,5,8,5,0
"2062",152,0,0,0,4,1,0,7,7,NA,1
"2063",152,0,1,0,4,1,1,6,8,7,0
"2064",152,0,1,0,4,1,1,8,7,6,3
"2065",152,0,0,0,4,1,0,5,6,4,1
"2066",152,0,1,0,4,1,1,7,8,8,4
"2067",152,0,0,1,4,1,0,4,7,7,4
"2068",152,0,0,0,4,1,1,8,9,7,1
"2069",152,0,0,1,4,1,0,4,7,5,1
"2070",152,0,0,0,4,1,0,6,8,5,2
"2071",152,0,0,0,4,1,0,6,7,8,0
"2072",152,0,0,0,4,1,0,5,8,7,5
"2073",153,0,0,0,4,2,0,6,8,5,5
"2074",153,0,1,0,4,2,1,5,6,5,0
"2075",153,0,0,0,4,2,0,5,6,5,1
"2076",153,0,0,0,4,2,1,7,7,5,6
"2077",153,0,0,1,4,2,1,5,7,5,1
"2078",153,0,1,0,4,2,1,8,8,7,2
"2079",153,0,0,0,4,2,1,6,7,6,1
"2080",153,0,0,0,4,2,0,5,5,5,2
"2081",153,0,0,0,4,2,0,4,5,4,2
"2082",153,0,0,0,4,2,1,5,7,5,5
"2083",153,0,0,1,4,2,1,5,6,7,5
"2084",153,0,0,0,4,2,1,7,7,6,0
"2085",153,0,0,1,4,2,0,5,7,4,0
"2086",153,0,1,0,4,2,1,6,7,5,1
"2087",153,0,0,0,4,2,1,6,6,5,1
"2088",153,0,0,0,4,2,0,5,6,5,6
"2089",154,0,0,1,2,6,0,5,10,5,4
"2090",154,0,0,1,2,6,0,6,9,5,1
"2091",154,0,0,0,2,6,0,9,9,5,2
"2092",154,0,1,1,2,6,1,10,9,5,5
"2093",154,0,0,0,2,6,0,5,8,3,0
"2094",154,0,1,1,2,6,1,9,8,3,1
"2095",154,0,0,1,2,6,0,7,9,5,0
"2096",154,0,0,1,2,6,0,7,7,3,3
"2097",154,0,1,0,2,6,1,9,9,5,1
"2098",154,0,0,1,2,6,0,8,8,3,4
"2099",154,0,0,0,2,6,0,5,7,5,4
"2100",154,0,1,1,2,6,1,9,9,6,1
"2101",154,0,0,0,2,6,0,6,10,5,1
"2102",154,0,1,1,2,6,1,8,9,5,2
"2103",154,0,1,1,2,6,1,9,10,3,0
"2104",154,0,1,1,2,6,1,9,10,5,5
"2105",155,0,0,1,2,2,0,2,7,5,4
"2106",155,0,0,1,2,2,0,1,6,3,1
"2107",155,0,0,0,2,2,0,7,6,5,2
"2108",155,0,1,1,2,2,1,8,7,5,5
"2109",155,0,0,0,2,2,0,2,6,3,0
"2110",155,0,0,1,2,2,0,6,6,6,1
"2111",155,0,0,1,2,2,0,6,7,8,0
"2112",155,0,0,1,2,2,0,7,5,5,3
"2113",155,0,0,0,2,2,0,8,7,5,1
"2114",155,0,0,1,2,2,0,5,6,4,4
"2115",155,0,0,0,2,2,0,3,4,4,4
"2116",155,0,0,1,2,2,1,8,8,5,1
"2117",155,0,0,0,2,2,0,2,8,5,1
"2118",155,0,0,1,2,2,0,4,7,7,2
"2119",155,0,0,1,2,2,0,5,8,6,0
"2120",155,0,0,1,2,2,0,3,8,7,5
"2121",156,0,0,0,1,2,0,4,10,3,7
"2122",156,0,0,0,1,2,0,3,10,3,2
"2123",156,0,1,1,1,2,1,7,10,10,1
"2124",156,0,0,0,1,2,1,8,10,7,8
"2125",156,0,0,0,1,2,0,7,10,1,3
"2126",156,0,1,0,1,2,1,6,10,6,4
"2127",156,0,0,0,1,2,0,7,10,6,3
"2128",156,0,0,0,1,2,0,8,10,5,0
"2129",156,0,0,0,1,2,0,7,10,6,4
"2130",156,0,0,0,1,2,0,6,10,5,7
"2131",156,0,0,0,1,2,0,6,10,7,7
"2132",156,0,0,0,1,2,1,7,10,9,2
"2133",156,0,0,0,1,2,0,4,10,2,2
"2134",156,0,0,0,1,2,0,5,10,2,1
"2135",156,0,1,0,1,2,1,5,10,8,3
"2136",156,0,1,0,1,2,1,6,10,7,8
"2137",157,0,0,0,4,1,0,2,3,3,5
"2138",157,0,0,0,4,1,0,2,6,5,0
"2139",157,0,0,0,4,1,0,7,7,8,1
"2140",157,0,0,0,4,1,1,7,6,6,6
"2141",157,0,0,1,4,1,0,3,7,4,1
"2142",157,0,0,0,4,1,0,5,6,5,2
"2143",157,0,0,0,4,1,0,5,6,6,1
"2144",157,0,0,0,4,1,0,6,7,5,2
"2145",157,0,0,0,4,1,0,6,7,7,2
"2146",157,0,0,0,4,1,0,4,5,5,5
"2147",157,0,0,1,4,1,0,2,8,6,5
"2148",157,0,1,0,4,1,1,8,7,6,0
"2149",157,0,0,1,4,1,0,3,7,4,0
"2150",157,0,0,0,4,1,0,5,7,6,1
"2151",157,0,0,0,4,1,0,7,7,7,1
"2152",157,0,0,0,4,1,0,5,5,7,6
"2153",158,1,0,1,2,4,1,10,8,5,1
"2154",158,1,0,1,2,4,1,6,9,5,10
"2155",158,1,0,1,2,4,1,9,9,7,0
